rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/loss,train/n_updates
7.073199999999999,308,0.05,65,86.18,26506,406,0.0003,0.06079045683145523,6114
6.9853000000000005,312,0.05,66,85.88,26824,406,0.0003,0.01859440840780735,6193
7.0153,316,0.05,66,86.15,27191,406,0.0003,0.016012364998459816,6285
6.9209,320,0.05,67,85.14,27440,405,0.0003,0.05283811688423157,6347
6.8236,324,0.05,68,84.7,27766,405,0.0003,0.039752282202243805,6429
6.9688,328,0.05,69,85.99,28112,405,0.0003,0.043720927089452744,6515
6.946100000000001,332,0.05,70,85.7,28501,405,0.0003,0.0832456648349762,6613
7.1004,336,0.05,71,86.84,28883,405,0.0003,0.025455428287386894,6708
7.200100000000001,340,0.05,72,87.32,29237,405,0.0003,0.018158553168177605,6797
7.281100000000002,344,0.05,72,87.2,29616,406,0.0003,0.06259168684482574,6891
7.155200000000001,348,0.05,73,86.24,29882,405,0.0003,0.024546127766370773,6958
7.0816,352,0.05,74,85.68,30197,405,0.0003,0.04542304202914238,7037
7.0601,356,0.05,75,85.56,30526,405,0.0003,0.043540798127651215,7119
6.9861,360,0.05,76,85.12,30882,405,0.0003,0.017878349870443344,7208
6.9634,364,0.05,77,84.88,31235,405,0.0003,0.018161369487643242,7296
7.039699999999999,368,0.05,77,85.5,31620,405,0.0003,0.027247268706560135,7392
6.9973,372,0.05,78,86.01,32008,406,0.0003,0.025971200317144394,7489
7.000299999999999,376,0.05,79,86.05,32384,405,0.0003,0.05240361765027046,7583
