recording,arm,seed,learning_rate,horizon,status,standardized_rmse,physical_rmse_deg,standardized_sse,scalars,windows,per_joint_rmse_deg,error
recording_2021_12_15_21H_54M.mat,gru_residual,8102,0.001,64,PASS,0.6148922228893332,17.591335135969427,3194.1249818631472,8448,22,"[11.244213266998475, 5.275096115085278, 11.582836803182783, 26.57951825246287, 21.3839025301483, 20.113857755730688]",null
recording_2021_12_15_21H_54M.mat,gru_residual,8102,0.001,128,PASS,0.6727701270534396,19.79249514681065,7647.461502582549,16896,22,"[13.903253728624158, 5.30497497396594, 12.105311864487055, 29.78342015590508, 22.298772471703597, 24.45788248883705]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8102,0.003,64,PASS,0.6185451276449938,18.763899717568663,3232.18853703704,8448,22,"[9.576324727116411, 3.969565481931214, 14.735941508595413, 35.989010071145685, 19.807037102698104, 10.018214084251209]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8102,0.003,128,PASS,0.7130235444590411,21.672701734876885,8589.969906404778,16896,22,"[10.49968304017817, 4.266191371617939, 15.849440355144207, 40.278202007063385, 24.152622075187505, 15.26121884287841]",null
recording_2021_12_15_21H_54M.mat,lpv_instant,8102,0.003,64,PASS,0.5641605160551293,17.192269887706463,2688.804838372983,8448,22,"[12.3703776018298, 3.3192617891179337, 11.333916224337385, 30.72482624741797, 17.75809288612608, 14.885518286148983]",null
recording_2021_12_15_21H_54M.mat,lpv_instant,8102,0.003,128,PASS,0.6327744730700188,19.262283132038057,6765.218106561699,16896,22,"[13.383877232904464, 3.775898195704579, 11.609178773761043, 34.50076463930978, 20.791464368606924, 16.59719701316341]",null
recording_2021_12_15_21H_54M.mat,lpv_constant,8102,0.003,64,PASS,0.6283863340710379,18.926957123398815,3335.856563189467,8448,22,"[12.7206988710486, 5.057092646226717, 12.470559308713467, 31.721100424081065, 18.752000888726094, 21.18035105912753]",null
recording_2021_12_15_21H_54M.mat,lpv_constant,8102,0.003,128,PASS,0.6751957941744351,20.416432392323465,7702.706634515414,16896,22,"[12.963447872256305, 5.523829747088471, 12.745621298036534, 34.36872515521454, 20.488469297839842, 23.21600931973878]",null
recording_2021_12_15_21H_54M.mat,gru_residual,8102,0.003,64,PASS,0.6194710239265745,18.093982825144092,3241.872264446227,8448,22,"[13.604220277188928, 4.7067555950576105, 13.0442826865313, 22.787979070049115, 19.820662117913027, 25.97731667401702]",null
recording_2021_12_15_21H_54M.mat,gru_residual,8102,0.003,128,PASS,0.7087213813251627,21.403566916516926,8486.624194286458,16896,22,"[15.359484400629668, 4.8254189752808, 12.870537993698312, 28.88461317119165, 22.870628853945483, 31.087623593436458]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8103,0.001,64,PASS,0.46505043819277675,13.174141737551336,1827.0650962147051,8448,22,"[7.093796330797443, 3.352727115422468, 11.699292432568491, 21.768264738438496, 16.576686333209786, 9.709171679299187]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8103,0.001,128,PASS,0.5877396835364121,17.26641375470971,5836.519359956431,16896,22,"[9.401688094794633, 3.5498604035981893, 12.247624085513056, 30.87677373783647, 21.660369256788453, 10.734522217505551]",null
