baseline_family,candidate_family,contrast,group,scope,seeds,episodes,normalization_rows,normalization_supported_episodes,rows,supported_episodes,weight_mass,cell,cell_statistics.baseline.agreement,cell_statistics.baseline.legal_centered_mse,cell_statistics.baseline.near_mixed_wrong_mass,cell_statistics.baseline.near_no_best_mass,cell_statistics.baseline.pair_mse_best_best,cell_statistics.baseline.pair_mse_best_rest,cell_statistics.baseline.pair_mse_rest_rest,cell_statistics.baseline.raw_gap,cell_statistics.candidate.agreement,cell_statistics.candidate.legal_centered_mse,cell_statistics.candidate.near_mixed_wrong_mass,cell_statistics.candidate.near_no_best_mass,cell_statistics.candidate.pair_mse_best_best,cell_statistics.candidate.pair_mse_best_rest,cell_statistics.candidate.pair_mse_rest_rest,cell_statistics.candidate.raw_gap,cell_statistics.delta.agreement,cell_statistics.delta.legal_centered_mse,cell_statistics.delta.near_mixed_wrong_mass,cell_statistics.delta.near_no_best_mass,cell_statistics.delta.pair_mse_best_best,cell_statistics.delta.pair_mse_best_rest,cell_statistics.delta.pair_mse_rest_rest,cell_statistics.delta.raw_gap,cell_statistics.mass,cell_statistics.rows,cell_statistics.teacher_margin.conditional_mean,cell_statistics.teacher_margin.contribution,cell_statistics.teacher_margin.mass,cell_statistics.teacher_margin.rows
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,full,285000001;285000002;285000003,6,103.0,6.0,103.0,6.0,1.0,WC,0.0,0.010895705743943114,0.0,0.07801779512305827,0.0,0.006789964642120917,0.004105741101822196,0.03504853799575554,0.07801779512305827,0.007330024698202503,0.0,0.0,0.0,0.0032518452403097822,0.00407817945789272,0.0,0.07801779512305827,-0.0035656810457406108,0.0,-0.07801779512305827,0.0,-0.0035381194018111353,-2.756164392947653e-05,-0.03504853799575554,0.07801779512305827,9.0,0.3924560969067956,0.030618559363269484,0.07801779512305827,9.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,full,285000001;285000002;285000003,6,103.0,6.0,103.0,6.0,1.0,WW,0.0,0.024626881961850908,0.0,0.1285597338228917,0.0,0.01855573073252604,0.006071151229324868,0.07594725445182184,0.0,0.02306105388540022,0.0,0.1285597338228917,0.0,0.01486607281793828,0.008194981067461938,0.0757521716537111,0.0,-0.0015658280764506915,0.0,0.0,0.0,-0.003689657914587762,0.0021238298381370713,-0.00019508279811074444,0.1285597338228917,16.333333333333332,0.3748403901833622,0.04818938078804191,0.1285597338228917,16.333333333333332
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,285000001;285000002;285000003,6,100.0,6.0,100.0,6.0,1.0,CC,0.6646185355862775,0.04321144487923299,0.0,0.0,0.00015846209410793572,0.01888384317744753,0.024169139607677515,0.0,0.6646185355862775,0.041311137934557124,0.0,0.0,0.00035101540117283203,0.019458806846928106,0.021501315686456187,0.0,0.0,-0.001900306944675861,0.0,0.0,0.0001925533070648963,0.0005749636694805748,-0.002667823921221333,0.0,0.6646185355862775,65.66666666666667,0.430591009660568,0.2861787662772234,0.6646185355862775,65.66666666666667
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,285000001;285000002;285000003,6,100.0,6.0,100.0,6.0,1.0,CW,0.04420549581839905,0.0022204454053602937,0.0,0.0,0.0,0.0010689454534311528,0.0011514999519291408,0.0,0.0,0.003636629217242692,0.0,0.04420549581839905,0.0,0.0021352212409715457,0.0015014079762711461,0.007339047142457873,-0.04420549581839905,0.001416183811882398,0.0,0.04420549581839905,0.0,0.001066275787540393,0.0003499080243420055,0.007339047142457873,0.04420549581839905,4.333333333333333,0.1660211475199254,0.007339047142457873,0.04420549581839905,4.333333333333333
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,285000001;285000002;285000003,6,100.0,6.0,100.0,6.0,1.0,WC,0.0,0.012674838909301482,0.0,0.09342464584400068,0.0,0.008666387339775794,0.004008451569525689,0.04206051796364446,0.09342464584400068,0.006474226105073943,0.0,0.0,0.0,0.0033984539309317575,0.003075772174142186,0.0,0.09342464584400068,-0.006200612804227537,0.0,-0.09342464584400068,0.0,-0.005267933408844034,-0.000932679395383503,-0.04206051796364446,0.09342464584400068,8.666666666666666,0.40957431309733333,0.038264335147918216,0.09342464584400068,8.666666666666666
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,285000001;285000002;285000003,6,100.0,6.0,100.0,6.0,1.0,WW,0.0,0.08339574585134697,0.0,0.19775132275132276,0.0,0.06354401070379233,0.01985173514755464,0.1586098444911477,0.0,0.06579096762981942,0.0,0.19775132275132276,0.0,0.04719235535741245,0.01859861227240697,0.1559858004943892,0.0,-0.01760477822152755,0.0,0.0,0.0,-0.016351655346379876,-0.0012531228751476691,-0.0026240439967585016,0.19775132275132276,21.333333333333332,0.5825246699176081,0.11519502401148467,0.19775132275132276,21.333333333333332
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,285000001;285000002;285000003,6,6604.0,6.0,6604.0,6.0,1.0,CC,0.5826080221266084,0.08921026529592924,0.0,0.0,6.730885393524935e-05,0.030119337776124164,0.05902361866586981,0.0,0.5826080221266084,0.07862158067637788,0.0,0.0,0.00016068316175455488,0.029833404117305732,0.048627493397317596,0.0,0.0,-0.010588684619551349,0.0,0.0,9.337430781930553e-05,-0.00028593365881843306,-0.010396125268552216,0.0,0.5826080221266084,3480.0,0.7936251242166322,0.46237236392983605,0.5826080221266084,3480.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,285000001;285000002;285000003,6,6604.0,6.0,6604.0,6.0,1.0,CW,0.04584797805395002,0.006710351608524858,0.0,0.0,8.557189266976848e-07,0.0026123776466926824,0.004097118242905478,0.0,0.0,0.007029247185400264,0.0,0.04584797805395002,6.755491324930574e-07,0.0034358052297046274,0.0035927664065631437,0.017687170068439832,-0.04584797805395002,0.0003188955768754066,0.0,0.04584797805395002,-1.801697942046274e-07,0.0008234275830119451,-0.0005043518363423344,0.017687170068439832,0.04584797805395002,306.6666666666667,0.345708439487528,0.015850032946689494,0.04584797805395002,306.6666666666667
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,285000001;285000002;285000003,6,6604.0,6.0,6604.0,6.0,1.0,WC,0.0,0.004773703099284738,0.0,0.03797163181684815,7.109244521912799e-06,0.0024969063670718023,0.002269687487691023,0.009692152828804187,0.03797163181684815,0.002490313928120758,0.0,0.0,1.0698216775208366e-07,0.0010778538122164086,0.0014123531337365972,0.0,0.03797163181684815,-0.0022833891711639804,0.0,-0.03797163181684815,-7.002262354160716e-06,-0.0014190525548553937,-0.0008573343539544257,-0.009692152828804187,0.03797163181684815,150.0,0.24398613849217124,0.009264551819239249,0.03797163181684815,150.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,285000001;285000002;285000003,6,6604.0,6.0,6604.0,6.0,1.0,WW,0.0,0.09196761683933503,0.0,0.3335723680025935,2.140676711664263e-05,0.07505635717576932,0.016889852896449075,0.037350817275131884,0.0,0.07424822674146735,0.0,0.3335723680025935,1.7828504485337086e-06,0.05612777582021842,0.01811866807080038,0.03727277648472254,0.0,-0.01771939009786771,0.0,0.0,-1.962391666810892e-05,-0.018928581355550905,0.0012288151743513039,-7.804079040934456e-05,0.3335723680025935,2667.3333333333335,0.0819678815663834,0.027342220354254643,0.3335723680025935,2667.3333333333335
